week_no,item_code,holiday_flag,holiday_score,grow_score
202025,1201,2,0,0
202025,1207,2,0,49
202025,1209,2,0,0
202026,501,2,0,0
202026,601,2,0,56
202026,602,2,0,56
202026,1001,2,0,7
202026,1005,2,0,14
202026,1101,2,0,21
202026,1201,2,0,0
202026,1207,2,0,49
202026,1209,2,0,0
202027,501,2,0,0
202027,601,2,0,56
202027,602,2,0,56
202027,1001,2,0,7
202027,1005,2,0,14
202027,1101,2,0,21
202027,1201,2,0,0
202027,1207,2,0,49
202027,1209,2,0,0
202028,501,2,0,0
202028,601,2,0,56
202028,602,2,0,56
202028,1001,2,0,9
202028,1005,2,0,14
202028,1101,2,0,23
202028,1201,2,0,0
202028,1207,2,0,49
202028,1209,2,0,0
202029,501,2,0,0
202029,601,2,0,56
202029,602,2,0,56
202029,1001,2,0,14
202029,1005,2,0,14
202029,1101,2,0,28
202029,1201,2,0,0
202029,1207,2,0,49
202029,1209,2,0,0
202030,501,2,0,0
202030,601,2,0,56
202030,602,2,0,56
202030,1001,2,0,14
202030,1005,2,0,20
202030,1101,2,0,28
202030,1201,2,0,0
202030,1207,2,0,49
202030,1209,2,0,0
202031,501,2,0,0
202031,601,2,0,58
202031,602,2,0,58
202031,1001,2,0,16
202031,1005,2,0,21
202031,1101,2,0,30
202031,1201,2,0,0
202031,1207,2,0,35
202031,1209,2,0,0
202032,501,2,0,0
202032,601,2,0,63
202032,602,2,0,63
202032,1001,2,0,21
202032,1005,2,0,21
202032,1101,2,0,35
202032,1201,2,0,0
202032,1207,2,0,0
202032,1209,2,0,0
202033,501,2,0,0
202033,601,2,0,63
202033,602,2,0,63
202033,1001,2,0,21
202033,1005,2,0,21
202033,1101,2,0,41
202033,1201,2,0,0
202033,1207,2,0,0
202033,1209,2,0,0
202034,501,3,0,3
202034,601,3,0,63
202034,602,3,0,63
202034,1001,3,0,24
202034,1005,3,0,21
202034,1101,3,0,42
202034,1201,3,0,0
202034,1207,3,0,0
202034,1209,3,0,0
202035,501,2,0,7
202035,601,2,0,63
202035,602,2,0,63
202035,1001,2,0,28
202035,1005,2,0,21
202035,1101,2,0,42
202035,1201,2,0,0
202035,1207,2,0,0
202035,1209,2,0,0
202036,501,2,0,13
202036,601,2,0,63
202036,602,2,0,63
202036,1001,2,0,28
202036,1005,2,0,9
202036,1101,2,0,12
202036,1201,2,0,6
202036,1207,2,0,0
202036,1209,2,0,6
202037,501,2,0,17
202037,601,2,0,66
202037,602,2,0,66
202037,1001,2,0,31
202037,1005,2,0,7
202037,1101,2,0,7
202037,1201,2,0,10
202037,1207,2,0,0
202037,1209,2,0,7
202038,501,2,0.4286,21
202038,601,2,0.4286,70
202038,602,2,0.4286,70
202038,1001,2,0.4286,35
202038,1005,2,0.4286,7
202038,1101,2,0.4286,7
202038,1201,2,0.4286,14
202038,1207,2,0.4286,0
202038,1209,2,0.4286,7
202039,501,2,3.5,0
202039,601,2,3.5,70
202039,602,2,3.5,70
202039,1001,2,3.5,35
202039,1005,2,3.5,14
202039,1101,2,3.5,7
202039,1201,2,3.5,21
202039,1207,2,3.5,0
202039,1209,2,3.5,14
202040,501,5,5.0714,16
202040,601,5,5.0714,74
202040,602,5,5.0714,74
202040,1001,5,5.0714,39
202040,1005,5,5.0714,14
202040,1101,5,5.0714,3
202040,1201,5,5.0714,21
202040,1207,5,5.0714,0
202040,1209,5,5.0714,14
202041,501,3,0.6,24
202041,601,3,0.6,77
202041,602,3,0.6,77
202041,1001,3,0.6,42
202041,1005,3,0.6,15
202041,1101,3,0.6,0
202041,1201,3,0.6,22
202041,1207,3,0.6,0
202041,1209,3,0.6,12
202042,501,2,0,0
202042,601,2,0,77
202042,602,2,0,77
202042,1001,2,0,42
202042,1005,2,0,21
202042,1101,2,0,0
202042,1201,2,0,28
202042,1207,2,0,0
202042,1209,2,0,0
202043,501,2,0,0
202043,601,2,0,77
202043,602,2,0,77
202043,1001,2,0,47
202043,1005,2,0,21
202043,1101,2,0,0
202043,1201,2,0,28
202043,1207,2,0,0
202043,1209,2,0,0
202044,501,2,0,0
202044,601,2,0,66
202044,602,2,0,66
202044,1001,2,0,49
202044,1005,2,0,21
202044,1101,2,0,0
202044,1201,2,0,24
202044,1207,2,0,0
202044,1209,2,0,0
202045,501,2,0,0
202045,601,2,0,0
202045,602,2,0,0
202045,1001,2,0,49
202045,1005,2,0,21
202045,1101,2,0,0
202045,1201,2,0,0
202045,1207,2,0,0
202045,1209,2,0,0
202046,501,2,0,0
202046,601,2,0,0
202046,602,2,0,0
202046,1001,2,0,14
202046,1005,2,0,6
202046,1101,2,0,0
202046,1201,2,0,0
202046,1207,2,0,0
202046,1209,2,0,0
202047,501,2,0,0
202047,601,2,0,0
202047,602,2,0,0
202047,1001,2,0,0
202047,1005,2,0,0
202047,1101,2,0,0
202047,1201,2,0,0
202047,1207,2,0,0
202047,1209,2,0,0
202048,501,2,0,0
202048,601,2,0,0
202048,602,2,0,0
202048,1001,2,0,0
202048,1005,2,0,0
202048,1101,2,0,0
202048,1201,2,0,0
202048,1207,2,0,0
202048,1209,2,0,0
202049,501,2,0,0
202049,601,2,0,0
202049,602,2,0,0
202049,1001,2,0,0
202049,1005,2,0,0
202049,1101,2,0,0
202049,1201,2,0,0
202049,1207,2,0,0
202049,1209,2,0,0
202050,501,2,0,0
202050,601,2,0,0
202050,602,2,0,0
202050,1001,2,0,0
202050,1005,2,0,0
202050,1101,2,0,0
202050,1201,2,0,0
202050,1207,2,0,0
202050,1209,2,0,0
202051,501,2,0,0
202051,601,2,0,0
202051,602,2,0,0
202051,1001,2,0,0
202051,1005,2,0,0
202051,1101,2,0,0
202051,1201,2,0,0
202051,1207,2,0,0
202051,1209,2,0,0
202052,501,3,0,0
202052,601,3,0,0
202052,602,3,0,0
202052,1001,3,0,0
202052,1005,3,0,0
202052,1101,3,0,0
202052,1201,3,0,0
202052,1207,3,0,0
202052,1209,3,0,0
202053,501,0,0,0
202053,601,0,0,0
202053,602,0,0,0
202053,1001,0,0,0
202053,1005,0,0,0
202053,1101,0,0,0
202053,1201,0,0,0
202053,1207,0,0,0
202053,1209,0,0,0
202101,501,2,0,7
202101,601,2,0,0
202101,602,2,0,0
202101,1001,2,0,7
202101,1005,2,0,21
202101,1101,2,0,14
202101,1201,2,0,0
202101,1207,2,0,21
202101,1209,2,0,0
202102,501,2,0,14
202102,601,2,0,0
202102,602,2,0,0
202102,1001,2,0,14
202102,1005,2,0,21
202102,1101,2,0,14
202102,1201,2,0,0
202102,1207,2,0,21
202102,1209,2,0,0
202103,501,2,0,18
202103,601,2,0,0
202103,602,2,0,0
202103,1001,2,0,14
202103,1005,2,0,17
202103,1101,2,0,18
202103,1201,2,0,0
202103,1207,2,0,21
202103,1209,2,0,0
202104,501,2,0.2143,21
202104,601,2,0.2143,0
202104,602,2,0.2143,0
202104,1001,2,0.2143,14
202104,1005,2,0.2143,14
202104,1101,2,0.2143,21
202104,1201,2,0.2143,0
202104,1207,2,0.2143,21
202104,1209,2,0.2143,0
202105,501,2,3,0
202105,601,2,3,7
202105,602,2,3,7
202105,1001,2,3,28
202105,1005,2,3,14
202105,1101,2,3,21
202105,1201,2,3,0
202105,1207,2,3,35
202105,1209,2,3,0
202106,501,4,5.3857,16
202106,601,4,5.3857,7
202106,602,4,5.3857,7
202106,1001,4,5.3857,28
202106,1005,4,5.3857,14
202106,1101,4,5.3857,25
202106,1201,4,5.3857,0
202106,1207,4,5.3857,35
202106,1209,4,5.3857,0
202107,501,2,1,24
202107,601,2,1,8
202107,602,2,1,8
202107,1001,2,1,24
202107,1005,2,1,14
202107,1101,2,1,28
202107,1201,2,1,5
202107,1207,2,1,35
202107,1209,2,1,4
202108,501,2,0,0
202108,601,2,0,14
202108,602,2,0,14
202108,1001,2,0,0
202108,1005,2,0,14
202108,1101,2,0,28
202108,1201,2,0,35
202108,1207,2,0,35
202108,1209,2,0,28
202109,501,3,0,0
202109,601,3,0,14
202109,602,3,0,14
202109,1001,3,0,0
202109,1005,3,0,7
202109,1101,3,0,35
202109,1201,3,0,35
202109,1207,3,0,0
202109,1209,3,0,28
202110,501,2,0,0
202110,601,2,0,18
202110,602,2,0,18
202110,1001,2,0,20
202110,1005,2,0,7
202110,1101,2,0,19
202110,1201,2,0,35
202110,1207,2,0,0
202110,1209,2,0,32
202111,501,2,0,0
202111,601,2,0,21
202111,602,2,0,21
202111,1001,2,0,35
202111,1005,2,0,7
202111,1101,2,0,7
202111,1201,2,0,36
202111,1207,2,0,6
202111,1209,2,0,36
202112,501,2,0,0
202112,601,2,0,21
202112,602,2,0,21
202112,1001,2,0,35
202112,1005,2,0,7
202112,1101,2,0,7
202112,1201,2,0,42
202112,1207,2,0,42
202112,1209,2,0,42
202113,501,2,0,0
202113,601,2,0,33
202113,602,2,0,33
202113,1001,2,0,39
202113,1005,2,0,15
202113,1101,2,0,3
202113,1201,2,0,42
202113,1207,2,0,42
202113,1209,2,0,42
202114,501,2,0,0
202114,601,2,0,42
202114,602,2,0,42
202114,1001,2,0,42
202114,1005,2,0,21
202114,1101,2,0,0
202114,1201,2,0,42
202114,1207,2,0,42
202114,1209,2,0,36
202115,501,2,0,0
202115,601,2,0,42
202115,602,2,0,42
202115,1001,2,0,42
202115,1005,2,0,21
202115,1101,2,0,0
202115,1201,2,0,42
202115,1207,2,0,42
202115,1209,2,0,0
202116,501,2,0,0
202116,601,2,0,42
202116,602,2,0,42
202116,1001,2,0,47
202116,1005,2,0,21
202116,1101,2,0,0
202116,1201,2,0,47
202116,1207,2,0,42
202116,1209,2,0,0
202117,501,2,0,2
202117,601,2,0,42
202117,602,2,0,42
202117,1001,2,0,49
202117,1005,2,0,19
202117,1101,2,0,0
202117,1201,2,0,49
202117,1207,2,0,44
202117,1209,2,0,0
202118,501,3,0,7
202118,601,3,0,42
202118,602,3,0,42
202118,1001,3,0,49
202118,1005,3,0,14
202118,1101,3,0,0
202118,1201,3,0,49
202118,1207,3,0,49
202118,1209,3,0,0
202119,501,2,0,13
202119,601,2,0,42
202119,602,2,0,42
202119,1001,2,0,7
202119,1005,2,0,14
202119,1101,2,0,0
202119,1201,2,0,49
202119,1207,2,0,49
202119,1209,2,0,0
202120,501,3,0,17
202120,601,3,0,45
202120,602,3,0,45
202120,1001,3,0,0
202120,1005,3,0,17
202120,1101,3,0,0
202120,1201,3,0,28
202120,1207,3,0,49
202120,1209,3,0,0
202121,501,2,0,21
202121,601,2,0,49
202121,602,2,0,49
202121,1001,2,0,0
202121,1005,2,0,21
202121,1101,2,0,0
202121,1201,2,0,0
202121,1207,2,0,49
202121,1209,2,0,0
202122,501,2,0,27
202122,601,2,0,49
202122,602,2,0,49
202122,1001,2,0,0
202122,1005,2,0,21
202122,1101,2,0,12
202122,1201,2,0,0
202122,1207,2,0,49
202122,1209,2,0,0
202123,501,2,0,16
202123,601,2,0,52
202123,602,2,0,52
202123,1001,2,0,0
202123,1005,2,0,21
202123,1101,2,0,14
202123,1201,2,0,0
202123,1207,2,0,49
202123,1209,2,0,0
202124,501,2,0,0
202124,601,2,0,56
202124,602,2,0,56
202124,1001,2,0,0
202124,1005,2,0,21
202124,1101,2,0,14
202124,1201,2,0,0
202124,1207,2,0,49
202124,1209,2,0,0
202125,501,2,0,0
202125,601,2,0,56
202125,602,2,0,56
202125,1001,2,0,7
202125,1005,2,0,14
202125,1101,2,0,21
202125,1201,2,0,0
202125,1207,2,0,49
202125,1209,2,0,0
202126,501,2,0,0
202126,601,2,0,56
202126,602,2,0,56
202126,1001,2,0,7
202126,1005,2,0,14
202126,1101,2,0,21
202126,1201,2,0,0
202126,1207,2,0,49
202126,1209,2,0,0
202127,501,2,0,0
202127,601,2,0,56
202127,602,2,0,56
202127,1001,2,0,8
202127,1005,2,0,14
202127,1101,2,0,22
202127,1201,2,0,0
202127,1207,2,0,49
202127,1209,2,0,0
202128,501,2,0,0
202128,601,2,0,56
202128,602,2,0,56
202128,1001,2,0,14
202128,1005,2,0,14
202128,1101,2,0,28
202128,1201,2,0,0
202128,1207,2,0,49
202128,1209,2,0,0
202129,501,2,0,0
202129,601,2,0,56
202129,602,2,0,56
202129,1001,2,0,14
202129,1005,2,0,19
202129,1101,2,0,28
202129,1201,2,0,0
202129,1207,2,0,49
202129,1209,2,0,0
202130,501,2,0,0
202130,601,2,0,57
202130,602,2,0,57
202130,1001,2,0,15
202130,1005,2,0,21
202130,1101,2,0,29
202130,1201,2,0,0
202130,1207,2,0,42
202130,1209,2,0,0
202131,501,2,0,0
202131,601,2,0,63
202131,602,2,0,63
202131,1001,2,0,21
202131,1005,2,0,21
202131,1101,2,0,35
202131,1201,2,0,0
202131,1207,2,0,0
202131,1209,2,0,0
202132,501,2,0,0
202132,601,2,0,63
202132,602,2,0,63
202132,1001,2,0,21
202132,1005,2,0,21
202132,1101,2,0,40
202132,1201,2,0,0
202132,1207,2,0,0
202132,1209,2,0,0
202133,501,3,0,2
202133,601,3,0,63
202133,602,3,0,63
202133,1001,3,0,23
202133,1005,3,0,21
202133,1101,3,0,42
202133,1201,3,0,0
202133,1207,3,0,0
202133,1209,3,0,0
202134,501,2,0,7
202134,601,2,0,63
202134,602,2,0,63
202134,1001,2,0,28
202134,1005,2,0,21
202134,1101,2,0,42
202134,1201,2,0,0
202134,1207,2,0,0
202134,1209,2,0,0
202135,501,2,0,12
202135,601,2,0,63
202135,602,2,0,63
202135,1001,2,0,28
202135,1005,2,0,11
202135,1101,2,0,17
202135,1201,2,0,5
202135,1207,2,0,0
202135,1209,2,0,5
202136,501,2,1.0714,16
202136,601,2,1.0714,65
202136,602,2,1.0714,65
202136,1001,2,1.0714,30
202136,1005,2,1.0714,7
202136,1101,2,1.0714,7
202136,1201,2,1.0714,9
202136,1207,2,1.0714,0
202136,1209,2,1.0714,7
202137,501,2,4.5,21
202137,601,2,4.5,70
202137,602,2,4.5,70
202137,1001,2,4.5,35
202137,1005,2,4.5,7
202137,1101,2,4.5,7
202137,1201,2,4.5,14
202137,1207,2,4.5,0
202137,1209,2,4.5,7
202138,501,5,3.9286,3
202138,601,5,3.9286,70
202138,602,5,3.9286,70
202138,1001,5,3.9286,35
202138,1005,5,3.9286,13
202138,1101,5,3.9286,7
202138,1201,5,3.9286,20
202138,1207,5,3.9286,0
202138,1209,5,3.9286,13
202139,501,2,0.1,12
202139,601,2,0.1,73
202139,602,2,0.1,73
202139,1001,2,0.1,38
202139,1005,2,0.1,14
202139,1101,2,0.1,4
202139,1201,2,0.1,21
202139,1207,2,0.1,0
202139,1209,2,0.1,14
202140,501,3,0,28
202140,601,3,0,77
202140,602,3,0,77
202140,1001,3,0,42
202140,1005,3,0,14
202140,1101,3,0,0
202140,1201,3,0,21
202140,1207,3,0,0
202140,1209,3,0,14
202141,501,3,0,0
202141,601,3,0,77
202141,602,3,0,77
202141,1001,3,0,42
202141,1005,3,0,21
202141,1101,3,0,0
202141,1201,3,0,28
202141,1207,3,0,0
202141,1209,3,0,0
202142,501,2,0,0
202142,601,2,0,77
202142,602,2,0,77
202142,1001,2,0,46
202142,1005,2,0,21
202142,1101,2,0,0
202142,1201,2,0,28
202142,1207,2,0,0
202142,1209,2,0,0
202143,501,2,0,0
202143,601,2,0,77
202143,602,2,0,77
202143,1001,2,0,49
202143,1005,2,0,21
202143,1101,2,0,0
202143,1201,2,0,28
202143,1207,2,0,0
202143,1209,2,0,0
202144,501,2,0,0
202144,601,2,0,0
202144,602,2,0,0
202144,1001,2,0,49
202144,1005,2,0,21
202144,1101,2,0,0
202144,1201,2,0,0
202144,1207,2,0,0
202144,1209,2,0,0
202145,501,2,0,0
202145,601,2,0,0
202145,602,2,0,0
202145,1001,2,0,21
202145,1005,2,0,9
202145,1101,2,0,0
202145,1201,2,0,0
202145,1207,2,0,0
202145,1209,2,0,0
202146,501,2,0,0
202146,601,2,0,0
202146,602,2,0,0
202146,1001,2,0,0
202146,1005,2,0,0
202146,1101,2,0,0
202146,1201,2,0,0
202146,1207,2,0,0
202146,1209,2,0,0
202147,501,2,0,0
202147,601,2,0,0
202147,602,2,0,0
202147,1001,2,0,0
202147,1005,2,0,0
202147,1101,2,0,0
202147,1201,2,0,0
202147,1207,2,0,0
202147,1209,2,0,0
202148,501,2,0,0
202148,601,2,0,0
202148,602,2,0,0
202148,1001,2,0,0
202148,1005,2,0,0
202148,1101,2,0,0
202148,1201,2,0,0
202148,1207,2,0,0
202148,1209,2,0,0
202149,501,2,0,0
202149,601,2,0,0
202149,602,2,0,0
202149,1001,2,0,0
202149,1005,2,0,0
202149,1101,2,0,0
202149,1201,2,0,0
202149,1207,2,0,0
202149,1209,2,0,0
202150,501,2,0,0
202150,601,2,0,0
202150,602,2,0,0
202150,1001,2,0,0
202150,1005,2,0,0
202150,1101,2,0,0
202150,1201,2,0,0
202150,1207,2,0,0
202150,1209,2,0,0
202151,501,2,0,0
202151,601,2,0,0
202151,602,2,0,0
202151,1001,2,0,0
202151,1005,2,0,0
202151,1101,2,0,0
202151,1201,2,0,0
202151,1207,2,0,0
202151,1209,2,0,0
202152,501,0,0,0
202152,601,0,0,0
202152,602,0,0,0
202152,1001,0,0,0
202152,1005,0,0,0
202152,1101,0,0,0
202152,1201,0,0,0
202152,1207,0,0,0
202152,1209,0,0,0
202153,501,3,0,3
202153,601,3,0,0
202153,602,3,0,0
202153,1001,3,0,3
202153,1005,3,0,9
202153,1101,3,0,6
202153,1201,3,0,0
202153,1207,3,0,9
202153,1209,3,0,0
202201,501,2,0,7
202201,601,2,0,0
202201,602,2,0,0
202201,1001,2,0,7
202201,1005,2,0,21
202201,1101,2,0,14
202201,1201,2,0,0
202201,1207,2,0,21
202201,1209,2,0,0
202202,501,2,0,13
202202,601,2,0,0
202202,602,2,0,0
202202,1001,2,0,13
202202,1005,2,0,21
202202,1101,2,0,14
202202,1201,2,0,0
202202,1207,2,0,21
202202,1209,2,0,0
202203,501,2,1.0714,17
202203,601,2,1.0714,0
202203,602,2,1.0714,0
202203,1001,2,1.0714,14
202203,1005,2,1.0714,18
202203,1101,2,1.0714,17
202203,1201,2,1.0714,0
202203,1207,2,1.0714,21
202203,1209,2,1.0714,0
202204,501,2,4.5,21
202204,601,2,4.5,0
202204,602,2,4.5,0
202204,1001,2,4.5,14
202204,1005,2,4.5,14
202204,1101,2,4.5,21
202204,1201,2,4.5,0
202204,1207,2,4.5,21
202204,1209,2,4.5,0
202205,501,5,3.9286,3
202205,601,5,3.9286,6
202205,602,5,3.9286,6
202205,1001,5,3.9286,26
202205,1005,5,3.9286,14
202205,1101,5,3.9286,21
202205,1201,5,3.9286,0
202205,1207,5,3.9286,33
202205,1209,5,3.9286,0
202206,501,2,0.1,12
202206,601,2,0.1,7
202206,602,2,0.1,7
202206,1001,2,0.1,28
202206,1005,2,0.1,14
202206,1101,2,0.1,24
202206,1201,2,0.1,0
202206,1207,2,0.1,35
202206,1209,2,0.1,0
202207,501,2,0,28
202207,601,2,0,7
202207,602,2,0,7
202207,1001,2,0,28
202207,1005,2,0,14
202207,1101,2,0,28
202207,1201,2,0,0
202207,1207,2,0,35
202207,1209,2,0,0
202208,501,2,0,0
202208,601,2,0,14
202208,602,2,0,14
202208,1001,2,0,0
202208,1005,2,0,14
202208,1101,2,0,28
202208,1201,2,0,35
202208,1207,2,0,35
202208,1209,2,0,28
202209,501,3,0,0
202209,601,3,0,14
202209,602,3,0,14
202209,1001,3,0,0
202209,1005,3,0,8
202209,1101,3,0,34
202209,1201,3,0,35
202209,1207,3,0,5
202209,1209,3,0,28
202210,501,3,0,0
202210,601,3,0,17
202210,602,3,0,17
202210,1001,3,0,15
202210,1005,3,0,7
202210,1101,3,0,23
202210,1201,3,0,35
202210,1207,3,0,0
202210,1209,3,0,31
202211,501,2,0,0
202211,601,2,0,21
202211,602,2,0,21
202211,1001,2,0,35
202211,1005,2,0,7
202211,1101,2,0,7
202211,1201,2,0,35
202211,1207,2,0,0
202211,1209,2,0,35
202212,501,2,0,0
202212,601,2,0,21
202212,602,2,0,21
202212,1001,2,0,35
202212,1005,2,0,7
202212,1101,2,0,7
202212,1201,2,0,42
202212,1207,2,0,42
202212,1209,2,0,42
202213,501,2,0,0
202213,601,2,0,30
202213,602,2,0,30
202213,1001,2,0,38
202213,1005,2,0,13
202213,1101,2,0,4
202213,1201,2,0,42
202213,1207,2,0,42
202213,1209,2,0,42
202214,501,2,0,0
202214,601,2,0,42
202214,602,2,0,42
202214,1001,2,0,42
202214,1005,2,0,21
202214,1101,2,0,0
202214,1201,2,0,42
202214,1207,2,0,42
202214,1209,2,0,42
202215,501,2,0,0
202215,601,2,0,42
202215,602,2,0,42
202215,1001,2,0,42
202215,1005,2,0,21
202215,1101,2,0,0
202215,1201,2,0,42
202215,1207,2,0,42
202215,1209,2,0,0
202216,501,2,0,0
202216,601,2,0,42
202216,602,2,0,42
202216,1001,2,0,46
202216,1005,2,0,21
202216,1101,2,0,0
202216,1201,2,0,46
202216,1207,2,0,42
202216,1209,2,0,0
202217,501,2,0,1
202217,601,2,0,42
202217,602,2,0,42
202217,1001,2,0,49
202217,1005,2,0,20
202217,1101,2,0,0
202217,1201,2,0,49
202217,1207,2,0,43
202217,1209,2,0,0
202218,501,3,0,7
202218,601,3,0,42
202218,602,3,0,42
202218,1001,3,0,49
202218,1005,3,0,14
202218,1101,3,0,0
202218,1201,3,0,49
202218,1207,3,0,49
202218,1209,3,0,0
202219,501,2,0,12
202219,601,2,0,42
202219,602,2,0,42
202219,1001,2,0,14
202219,1005,2,0,14
202219,1101,2,0,0
202219,1201,2,0,49
202219,1207,2,0,49
202219,1209,2,0,0
202220,501,2,0,16
202220,601,2,0,44
202220,602,2,0,44
202220,1001,2,0,0
202220,1005,2,0,16
202220,1101,2,0,0
202220,1201,2,0,35
202220,1207,2,0,49
202220,1209,2,0,0
202221,501,2,0,21
202221,601,2,0,49
202221,602,2,0,49
202221,1001,2,0,0
202221,1005,2,0,21
202221,1101,2,0,0
202221,1201,2,0,0
202221,1207,2,0,49
202221,1209,2,0,0
202222,501,3,0,26
202222,601,3,0,49
202222,602,3,0,49
202222,1001,3,0,0
202222,1005,3,0,21
202222,1101,3,0,10
202222,1201,3,0,0
202222,1207,3,0,49
202222,1209,3,0,0
202223,501,3,0,20
202223,601,3,0,51
202223,602,3,0,51
202223,1001,3,0,0
202223,1005,3,0,21
202223,1101,3,0,14
202223,1201,3,0,0
202223,1207,3,0,49
202223,1209,3,0,0
202224,501,2,0,0
202224,601,2,0,56
202224,602,2,0,56
202224,1001,2,0,0
202224,1005,2,0,21
202224,1101,2,0,14
202224,1201,2,0,0
202224,1207,2,0,49
202224,1209,2,0,0
202225,501,2,0,0
202225,601,2,0,56
202225,602,2,0,56
202225,1001,2,0,6
202225,1005,2,0,15
202225,1101,2,0,20
202225,1201,2,0,0
202225,1207,2,0,49
202225,1209,2,0,0
202226,501,2,0,0
202226,601,2,0,56
202226,602,2,0,56
202226,1001,2,0,7
202226,1005,2,0,14
202226,1101,2,0,21
202226,1201,2,0,0
202226,1207,2,0,49
202226,1209,2,0,0
202227,501,2,0,0
202227,601,2,0,56
202227,602,2,0,56
202227,1001,2,0,7
202227,1005,2,0,14
202227,1101,2,0,21
202227,1201,2,0,0
202227,1207,2,0,49
202227,1209,2,0,0
202228,501,2,0,0
202228,601,2,0,56
202228,602,2,0,56
202228,1001,2,0,14
202228,1005,2,0,14
202228,1101,2,0,28
202228,1201,2,0,0
202228,1207,2,0,49
202228,1209,2,0,0
202229,501,2,0,0
202229,601,2,0,56
202229,602,2,0,56
202229,1001,2,0,14
202229,1005,2,0,18
202229,1101,2,0,28
202229,1201,2,0,0
202229,1207,2,0,49
202229,1209,2,0,0
202230,501,2,0,0
202230,601,2,0,56
202230,602,2,0,56
202230,1001,2,0,14
202230,1005,2,0,21
202230,1101,2,0,28
202230,1201,2,0,0
202230,1207,2,0,49
202230,1209,2,0,0
202231,501,2,0,0
202231,601,2,0,63
202231,602,2,0,63
202231,1001,2,0,21
202231,1005,2,0,21
202231,1101,2,0,35
202231,1201,2,0,0
202231,1207,2,0,0
202231,1209,2,0,0
202232,501,2,0,0
202232,601,2,0,63
202232,602,2,0,63
202232,1001,2,0,21
202232,1005,2,0,21
202232,1101,2,0,39
202232,1201,2,0,0
202232,1207,2,0,0
202232,1209,2,0,0
202233,501,3,0,1
202233,601,3,0,63
202233,602,3,0,63
202233,1001,3,0,22
202233,1005,3,0,21
202233,1101,3,0,42
202233,1201,3,0,0
202233,1207,3,0,0
202233,1209,3,0,0
202234,501,2,0.0714,7
202234,601,2,0.0714,63
202234,602,2,0.0714,63
202234,1001,2,0.0714,28
202234,1005,2,0.0714,21
202234,1101,2,0.0714,42
202234,1201,2,0.0714,0
202234,1207,2,0.0714,0
202234,1209,2,0.0714,0
202235,501,2,2.5,11
202235,601,2,2.5,63
202235,602,2,2.5,63
202235,1001,2,2.5,28
202235,1005,2,2.5,13
202235,1101,2,2.5,22
202235,1201,2,2.5,4
202235,1207,2,2.5,0
202235,1209,2,2.5,4
202236,501,3,5.5286,15
202236,601,3,5.5286,64
202236,602,3,5.5286,64
202236,1001,3,5.5286,29
202236,1005,3,5.5286,7
202236,1101,3,5.5286,7
202236,1201,3,5.5286,8
202236,1207,3,5.5286,0
202236,1209,3,5.5286,7
202237,501,3,1.5,21
202237,601,3,1.5,70
202237,602,3,1.5,70
202237,1001,3,1.5,35
202237,1005,3,1.5,7
202237,1101,3,1.5,7
202237,1201,3,1.5,14
202237,1207,3,1.5,0
202237,1209,3,1.5,7
202238,501,2,0,6
202238,601,2,0,70
202238,602,2,0,70
202238,1001,2,0,35
202238,1005,2,0,12
202238,1101,2,0,7
202238,1201,2,0,19
202238,1207,2,0,0
202238,1209,2,0,12
202239,501,2,0,8
202239,601,2,0,72
202239,602,2,0,72
202239,1001,2,0,37
202239,1005,2,0,14
202239,1101,2,0,5
202239,1201,2,0,21
202239,1207,2,0,0
202239,1209,2,0,14
202240,501,3,0,28
202240,601,3,0,77
202240,602,3,0,77
202240,1001,3,0,42
202240,1005,3,0,14
202240,1101,3,0,0
202240,1201,3,0,21
202240,1207,3,0,0
202240,1209,3,0,14
202241,501,3,0,4
202241,601,3,0,77
202241,602,3,0,77
202241,1001,3,0,42
202241,1005,3,0,20
202241,1101,3,0,0
202241,1201,3,0,27
202241,1207,3,0,0
202241,1209,3,0,2
202242,501,2,0,0
202242,601,2,0,77
202242,602,2,0,77
202242,1001,2,0,45
202242,1005,2,0,21
202242,1101,2,0,0
202242,1201,2,0,28
202242,1207,2,0,0
202242,1209,2,0,0
202243,501,2,0,0
202243,601,2,0,77
202243,602,2,0,77
202243,1001,2,0,49
202243,1005,2,0,21
202243,1101,2,0,0
202243,1201,2,0,28
202243,1207,2,0,0
202243,1209,2,0,0
202244,501,2,0,0
202244,601,2,0,11
202244,602,2,0,11
202244,1001,2,0,49
202244,1005,2,0,21
202244,1101,2,0,0
202244,1201,2,0,4
202244,1207,2,0,0
202244,1209,2,0,0
202245,501,2,0,0
202245,601,2,0,0
202245,602,2,0,0
202245,1001,2,0,28
202245,1005,2,0,12
202245,1101,2,0,0
202245,1201,2,0,0
202245,1207,2,0,0
202245,1209,2,0,0
202246,501,2,0,0
202246,601,2,0,0
202246,602,2,0,0
202246,1001,2,0,0
202246,1005,2,0,0
202246,1101,2,0,0
202246,1201,2,0,0
202246,1207,2,0,0
202246,1209,2,0,0
202247,501,2,0,0
202247,601,2,0,0
202247,602,2,0,0
202247,1001,2,0,0
202247,1005,2,0,0
202247,1101,2,0,0
202247,1201,2,0,0
202247,1207,2,0,0
202247,1209,2,0,0
202248,501,2,0,0
202248,601,2,0,0
202248,602,2,0,0
202248,1001,2,0,0
202248,1005,2,0,0
202248,1101,2,0,0
202248,1201,2,0,0
