week_no,item_code,holiday_flag,holiday_score,grow_score
202248,1207,2,0,0
202248,1209,2,0,0
202249,501,2,0,0
202249,601,2,0,0
202249,602,2,0,0
202249,1001,2,0,0
202249,1005,2,0,0
202249,1101,2,0,0
202249,1201,2,0,0
202249,1207,2,0,0
202249,1209,2,0,0
202250,501,2,0,0
202250,601,2,0,0
202250,602,2,0,0
202250,1001,2,0,0
202250,1005,2,0,0
202250,1101,2,0,0
202250,1201,2,0,0
202250,1207,2,0,0
202250,1209,2,0,0
202251,501,2,0,0
202251,601,2,0,0
202251,602,2,0,0
202251,1001,2,0,0
202251,1005,2,0,0
202251,1101,2,0,0
202251,1201,2,0,0
202251,1207,2,0,0
202251,1209,2,0,0
202252,501,3,0,2
202252,601,3,0,0
202252,602,3,0,0
202252,1001,3,0,2
202252,1005,3,0,6
202252,1101,3,0,4
202252,1201,3,0,0
202252,1207,3,0,6
202252,1209,3,0,0
202301,501,2,0,7
202301,601,2,0,0
202301,602,2,0,0
202301,1001,2,0,7
202301,1005,2,0,21
202301,1101,2,0,14
202301,1201,2,0,0
202301,1207,2,0,21
202301,1209,2,0,0
202302,501,2,2,12
202302,601,2,2,0
202302,602,2,2,0
202302,1001,2,2,12
202302,1005,2,2,21
202302,1101,2,2,14
202302,1201,2,2,0
202302,1207,2,2,21
202302,1209,2,2,0
202303,501,2,5.5,16
202303,601,2,5.5,0
202303,602,2,5.5,0
202303,1001,2,5.5,14
202303,1005,2,5.5,19
202303,1101,2,5.5,16
202303,1201,2,5.5,0
202303,1207,2,5.5,21
202303,1209,2,5.5,0
202304,501,4,2.1,21
202304,601,4,2.1,0
202304,602,4,2.1,0
202304,1001,4,2.1,14
202304,1005,4,2.1,14
202304,1101,4,2.1,21
202304,1201,4,2.1,0
202304,1207,4,2.1,21
202304,1209,4,2.1,0
202305,501,2,0,6
202305,601,2,0,5
202305,602,2,0,5
202305,1001,2,0,24
202305,1005,2,0,14
202305,1101,2,0,21
202305,1201,2,0,0
202305,1207,2,0,31
202305,1209,2,0,0
202306,501,2,0,8
202306,601,2,0,7
202306,602,2,0,7
202306,1001,2,0,28
202306,1005,2,0,14
202306,1101,2,0,23
202306,1201,2,0,0
202306,1207,2,0,35
202306,1209,2,0,0
202307,501,2,0,28
202307,601,2,0,7
202307,602,2,0,7
202307,1001,2,0,28
202307,1005,2,0,14
202307,1101,2,0,28
202307,1201,2,0,0
202307,1207,2,0,35
202307,1209,2,0,0
202308,501,2,0,4
202308,601,2,0,13
202308,602,2,0,13
202308,1001,2,0,4
202308,1005,2,0,14
202308,1101,2,0,28
202308,1201,2,0,30
202308,1207,2,0,35
202308,1209,2,0,24
202309,501,3,0,0
202309,601,3,0,14
202309,602,3,0,14
202309,1001,3,0,0
202309,1005,3,0,9
202309,1101,3,0,33
202309,1201,3,0,35
202309,1207,3,0,10
202309,1209,3,0,28
202310,501,2,0,0
202310,601,2,0,16
202310,602,2,0,16
202310,1001,2,0,10
202310,1005,2,0,7
202310,1101,2,0,27
202310,1201,2,0,35
202310,1207,2,0,0
202310,1209,2,0,30
202311,501,2,0,0
202311,601,2,0,21
202311,602,2,0,21
202311,1001,2,0,35
202311,1005,2,0,7
202311,1101,2,0,7
202311,1201,2,0,35
202311,1207,2,0,0
202311,1209,2,0,35
202312,501,2,0,0
202312,601,2,0,21
202312,602,2,0,21
202312,1001,2,0,35
202312,1005,2,0,7
202312,1101,2,0,7
202312,1201,2,0,41
202312,1207,2,0,36
202312,1209,2,0,41
202313,501,2,0,0
202313,601,2,0,27
202313,602,2,0,27
202313,1001,2,0,37
202313,1005,2,0,11
202313,1101,2,0,5
202313,1201,2,0,42
202313,1207,2,0,42
202313,1209,2,0,42
202314,501,2,0,0
202314,601,2,0,42
202314,602,2,0,42
202314,1001,2,0,42
202314,1005,2,0,21
202314,1101,2,0,0
202314,1201,2,0,42
202314,1207,2,0,42
202314,1209,2,0,42
202315,501,2,0,0
202315,601,2,0,42
202315,602,2,0,42
202315,1001,2,0,42
202315,1005,2,0,21
202315,1101,2,0,0
202315,1201,2,0,42
202315,1207,2,0,42
202315,1209,2,0,6
202316,501,2,0,0
202316,601,2,0,42
202316,602,2,0,42
202316,1001,2,0,45
202316,1005,2,0,21
202316,1101,2,0,0
202316,1201,2,0,45
202316,1207,2,0,42
202316,1209,2,0,0
202317,501,2,0,0
202317,601,2,0,42
202317,602,2,0,42
202317,1001,2,0,49
202317,1005,2,0,21
202317,1101,2,0,0
202317,1201,2,0,49
202317,1207,2,0,42
202317,1209,2,0,0
202318,501,3,0,7
202318,601,3,0,42
202318,602,3,0,42
202318,1001,3,0,49
202318,1005,3,0,14
202318,1101,3,0,0
202318,1201,3,0,49
202318,1207,3,0,49
202318,1209,3,0,0
202319,501,2,0,11
202319,601,2,0,42
202319,602,2,0,42
202319,1001,2,0,21
202319,1005,2,0,14
202319,1101,2,0,0
202319,1201,2,0,49
202319,1207,2,0,49
202319,1209,2,0,0
202320,501,2,0,15
202320,601,2,0,43
202320,602,2,0,43
202320,1001,2,0,0
202320,1005,2,0,15
202320,1101,2,0,0
202320,1201,2,0,42
202320,1207,2,0,49
202320,1209,2,0,0
202321,501,2,0,21
202321,601,2,0,49
202321,602,2,0,49
202321,1001,2,0,0
202321,1005,2,0,21
202321,1101,2,0,0
202321,1201,2,0,0
202321,1207,2,0,49
202321,1209,2,0,0
202322,501,3,0,25
202322,601,3,0,49
202322,602,3,0,49
202322,1001,3,0,0
202322,1005,3,0,21
202322,1101,3,0,8
202322,1201,3,0,0
202322,1207,3,0,49
202322,1209,3,0,0
202323,501,3,0,24
202323,601,3,0,50
202323,602,3,0,50
202323,1001,3,0,0
202323,1005,3,0,21
202323,1101,3,0,14
202323,1201,3,0,0
202323,1207,3,0,49
202323,1209,3,0,0
202324,501,2,0,0
202324,601,2,0,56
202324,602,2,0,56
202324,1001,2,0,0
202324,1005,2,0,21
202324,1101,2,0,14
202324,1201,2,0,0
202324,1207,2,0,49
202324,1209,2,0,0
202325,501,2,0,0
202325,601,2,0,56
202325,602,2,0,56
202325,1001,2,0,5
202325,1005,2,0,16
202325,1101,2,0,19
202325,1201,2,0,0
202325,1207,2,0,49
202325,1209,2,0,0
202326,501,2,0,0
202326,601,2,0,56
202326,602,2,0,56
202326,1001,2,0,7
202326,1005,2,0,14
202326,1101,2,0,21
202326,1201,2,0,0
202326,1207,2,0,49
202326,1209,2,0,0
202327,501,2,0,0
202327,601,2,0,56
202327,602,2,0,56
202327,1001,2,0,7
202327,1005,2,0,14
202327,1101,2,0,21
202327,1201,2,0,0
202327,1207,2,0,49
202327,1209,2,0,0
202328,501,2,0,0
202328,601,2,0,56
202328,602,2,0,56
202328,1001,2,0,13
202328,1005,2,0,14
202328,1101,2,0,27
202328,1201,2,0,0
202328,1207,2,0,49
202328,1209,2,0,0
202329,501,2,0,0
202329,601,2,0,56
202329,602,2,0,56
202329,1001,2,0,14
202329,1005,2,0,17
202329,1101,2,0,28
202329,1201,2,0,0
202329,1207,2,0,49
202329,1209,2,0,0
202330,501,2,0,0
202330,601,2,0,56
202330,602,2,0,56
202330,1001,2,0,14
202330,1005,2,0,21
202330,1101,2,0,28
202330,1201,2,0,0
202330,1207,2,0,49
202330,1209,2,0,0
202331,501,2,0,0
202331,601,2,0,62
202331,602,2,0,62
202331,1001,2,0,20
202331,1005,2,0,21
202331,1101,2,0,34
202331,1201,2,0,0
202331,1207,2,0,7
202331,1209,2,0,0
202332,501,2,0,0
202332,601,2,0,63
202332,602,2,0,63
202332,1001,2,0,21
202332,1005,2,0,21
202332,1101,2,0,38
202332,1201,2,0,0
202332,1207,2,0,0
202332,1209,2,0,0
202333,501,3,0,0
202333,601,3,0,63
202333,602,3,0,63
202333,1001,3,0,21
202333,1005,3,0,21
202333,1101,3,0,42
202333,1201,3,0,0
202333,1207,3,0,0
202333,1209,3,0,0
202334,501,2,0,7
202334,601,2,0,63
202334,602,2,0,63
202334,1001,2,0,28
202334,1005,2,0,21
202334,1101,2,0,42
202334,1201,2,0,0
202334,1207,2,0,0
202334,1209,2,0,0
202335,501,2,0,10
202335,601,2,0,63
202335,602,2,0,63
202335,1001,2,0,28
202335,1005,2,0,15
202335,1101,2,0,27
202335,1201,2,0,3
202335,1207,2,0,0
202335,1209,2,0,3
202336,501,2,0,14
202336,601,2,0,63
202336,602,2,0,63
202336,1001,2,0,28
202336,1005,2,0,7
202336,1101,2,0,7
202336,1201,2,0,7
202336,1207,2,0,0
202336,1209,2,0,7
202337,501,2,0.2143,21
202337,601,2,0.2143,70
202337,602,2,0.2143,70
202337,1001,2,0.2143,35
202337,1005,2,0.2143,7
202337,1101,2,0.2143,7
202337,1201,2,0.2143,14
202337,1207,2,0.2143,0
202337,1209,2,0.2143,7
202338,501,2,3,9
202338,601,2,3,70
202338,602,2,3,70
202338,1001,2,3,35
202338,1005,2,3,11
202338,1101,2,3,7
202338,1201,2,3,18
202338,1207,2,3,0
202338,1209,2,3,11
202339,501,4,5.3857,4
202339,601,4,5.3857,71
202339,602,4,5.3857,71
202339,1001,4,5.3857,36
202339,1005,4,5.3857,14
202339,1101,4,5.3857,6
202339,1201,4,5.3857,21
202339,1207,4,5.3857,0
202339,1209,4,5.3857,14
202340,501,4,1,28
202340,601,4,1,77
202340,602,4,1,77
202340,1001,4,1,42
202340,1005,4,1,14
202340,1101,4,1,0
202340,1201,4,1,21
202340,1207,4,1,0
202340,1209,4,1,14
202341,501,3,0,8
202341,601,3,0,77
202341,602,3,0,77
202341,1001,3,0,42
202341,1005,3,0,19
202341,1101,3,0,0
202341,1201,3,0,26
202341,1207,3,0,0
202341,1209,3,0,4
202342,501,2,0,0
202342,601,2,0,77
202342,602,2,0,77
202342,1001,2,0,44
202342,1005,2,0,21
202342,1101,2,0,0
202342,1201,2,0,28
202342,1207,2,0,0
202342,1209,2,0,0
202343,501,2,0,0
202343,601,2,0,77
202343,602,2,0,77
202343,1001,2,0,49
202343,1005,2,0,21
202343,1101,2,0,0
202343,1201,2,0,28
202343,1207,2,0,0
202343,1209,2,0,0
202344,501,2,0,0
202344,601,2,0,22
202344,602,2,0,22
202344,1001,2,0,49
202344,1005,2,0,21
202344,1101,2,0,0
202344,1201,2,0,8
202344,1207,2,0,0
202344,1209,2,0,0
202345,501,2,0,0
202345,601,2,0,0
202345,602,2,0,0
202345,1001,2,0,35
202345,1005,2,0,15
202345,1101,2,0,0
202345,1201,2,0,0
202345,1207,2,0,0
202345,1209,2,0,0
202346,501,2,0,0
202346,601,2,0,0
202346,602,2,0,0
202346,1001,2,0,0
202346,1005,2,0,0
202346,1101,2,0,0
202346,1201,2,0,0
202346,1207,2,0,0
202346,1209,2,0,0
202347,501,2,0,0
202347,601,2,0,0
202347,602,2,0,0
202347,1001,2,0,0
202347,1005,2,0,0
202347,1101,2,0,0
202347,1201,2,0,0
202347,1207,2,0,0
202347,1209,2,0,0
202348,501,2,0,0
202348,601,2,0,0
202348,602,2,0,0
202348,1001,2,0,0
202348,1005,2,0,0
202348,1101,2,0,0
202348,1201,2,0,0
202348,1207,2,0,0
202348,1209,2,0,0
202349,501,2,0,0
202349,601,2,0,0
202349,602,2,0,0
202349,1001,2,0,0
202349,1005,2,0,0
202349,1101,2,0,0
202349,1201,2,0,0
202349,1207,2,0,0
202349,1209,2,0,0
202350,501,2,0,0
202350,601,2,0,0
202350,602,2,0,0
202350,1001,2,0,0
202350,1005,2,0,0
202350,1101,2,0,0
202350,1201,2,0,0
202350,1207,2,0,0
202350,1209,2,0,0
202351,501,2,0,0
202351,601,2,0,0
202351,602,2,0,0
202351,1001,2,0,0
202351,1005,2,0,0
202351,1101,2,0,0
202351,1201,2,0,0
202351,1207,2,0,0
202351,1209,2,0,0
202352,501,4,0,1
202352,601,4,0,0
202352,602,4,0,0
202352,1001,4,0,1
202352,1005,4,0,3
202352,1101,4,0,2
202352,1201,4,0,0
202352,1207,4,0,3
202352,1209,4,0,0
202401,501,3,0,7
202401,601,3,0,0
202401,602,3,0,0
202401,1001,3,0,7
202401,1005,3,0,21
202401,1101,3,0,14
202401,1201,3,0,0
202401,1207,3,0,21
202401,1209,3,0,0
202402,501,2,0,11
202402,601,2,0,0
202402,602,2,0,0
202402,1001,2,0,11
202402,1005,2,0,21
202402,1101,2,0,14
202402,1201,2,0,0
202402,1207,2,0,21
202402,1209,2,0,0
202403,501,2,0,15
202403,601,2,0,0
202403,602,2,0,0
202403,1001,2,0,14
202403,1005,2,0,20
202403,1101,2,0,15
202403,1201,2,0,0
202403,1207,2,0,21
202403,1209,2,0,0
202404,501,2,0.0714,21
202404,601,2,0.0714,0
202404,602,2,0.0714,0
202404,1001,2,0.0714,14
202404,1005,2,0.0714,14
202404,1101,2,0.0714,21
202404,1201,2,0.0714,0
202404,1207,2,0.0714,21
202404,1209,2,0.0714,0
202405,501,2,2.5,9
202405,601,2,2.5,4
202405,602,2,2.5,4
202405,1001,2,2.5,22
202405,1005,2,2.5,14
202405,1101,2,2.5,21
202405,1201,2,2.5,0
202405,1207,2,2.5,29
202405,1209,2,2.5,0
202406,501,3,5.5286,4
202406,601,3,5.5286,7
202406,602,3,5.5286,7
202406,1001,3,5.5286,28
202406,1005,3,5.5286,14
202406,1101,3,5.5286,22
202406,1201,3,5.5286,0
202406,1207,3,5.5286,35
202406,1209,3,5.5286,0
202407,501,3,1.5,28
202407,601,3,1.5,7
202407,602,3,1.5,7
202407,1001,3,1.5,28
202407,1005,3,1.5,14
202407,1101,3,1.5,28
202407,1201,3,1.5,0
202407,1207,3,1.5,35
202407,1209,3,1.5,0
202408,501,2,0,8
202408,601,2,0,12
202408,602,2,0,12
202408,1001,2,0,8
202408,1005,2,0,14
202408,1101,2,0,28
202408,1201,2,0,25
202408,1207,2,0,35
202408,1209,2,0,20
202409,501,3,0,0
202409,601,3,0,12
202409,602,3,0,12
202409,1001,3,0,0
202409,1005,3,0,9
202409,1101,3,0,27
202409,1201,3,0,30
202409,1207,3,0,15
202409,1209,3,0,24
202410,501,2,0,0
202410,601,2,0,14
202410,602,2,0,14
202410,1001,2,0,0
202410,1005,2,0,7
202410,1101,2,0,35
202410,1201,2,0,35
202410,1207,2,0,0
202410,1209,2,0,28
202411,501,2,0,0
202411,601,2,0,21
202411,602,2,0,21
202411,1001,2,0,35
202411,1005,2,0,7
202411,1101,2,0,7
202411,1201,2,0,35
202411,1207,2,0,0
202411,1209,2,0,35
202412,501,2,0,0
202412,601,2,0,21
202412,602,2,0,21
202412,1001,2,0,35
202412,1005,2,0,7
202412,1101,2,0,7
202412,1201,2,0,39
202412,1207,2,0,24
202412,1209,2,0,39
202413,501,2,0,0
202413,601,2,0,21
202413,602,2,0,21
202413,1001,2,0,35
202413,1005,2,0,7
202413,1101,2,0,7
202413,1201,2,0,42
202413,1207,2,0,42
202413,1209,2,0,42
202414,501,2,0,0
202414,601,2,0,42
202414,602,2,0,42
202414,1001,2,0,42
202414,1005,2,0,21
202414,1101,2,0,0
202414,1201,2,0,42
202414,1207,2,0,42
202414,1209,2,0,42
202415,501,3,0,0
202415,601,3,0,42
202415,602,3,0,42
202415,1001,3,0,42
202415,1005,3,0,21
202415,1101,3,0,0
202415,1201,3,0,42
202415,1207,3,0,42
202415,1209,3,0,18
202416,501,2,0,0
202416,601,2,0,42
202416,602,2,0,42
202416,1001,2,0,43
202416,1005,2,0,21
202416,1101,2,0,0
202416,1201,2,0,43
202416,1207,2,0,42
202416,1209,2,0,0
202417,501,2,0,0
202417,601,2,0,42
202417,602,2,0,42
202417,1001,2,0,49
202417,1005,2,0,21
202417,1101,2,0,0
202417,1201,2,0,49
202417,1207,2,0,42
202417,1209,2,0,0
202418,501,2,0,5
202418,601,2,0,42
202418,602,2,0,42
202418,1001,2,0,49
202418,1005,2,0,16
202418,1101,2,0,0
202418,1201,2,0,49
202418,1207,2,0,47
202418,1209,2,0,0
202419,501,3,0,9
202419,601,3,0,42
202419,602,3,0,42
202419,1001,3,0,35
202419,1005,3,0,14
202419,1101,3,0,0
202419,1201,3,0,49
202419,1207,3,0,49
202419,1209,3,0,0
202420,501,3,0,14
202420,601,3,0,42
202420,602,3,0,42
202420,1001,3,0,0
202420,1005,3,0,14
202420,1101,3,0,0
202420,1201,3,0,49
202420,1207,3,0,49
202420,1209,3,0,0
202421,501,2,0,20
202421,601,2,0,48
202421,602,2,0,48
202421,1001,2,0,0
202421,1005,2,0,20
202421,1101,2,0,0
202421,1201,2,0,7
202421,1207,2,0,49
202421,1209,2,0,0
202422,501,2,0,23
202422,601,2,0,49
202422,602,2,0,49
202422,1001,2,0,0
202422,1005,2,0,21
202422,1101,2,0,4
202422,1201,2,0,0
202422,1207,2,0,49
202422,1209,2,0,0
202423,501,3,0,28
202423,601,3,0,49
202423,602,3,0,49
202423,1001,3,0,0
202423,1005,3,0,21
202423,1101,3,0,14
202423,1201,3,0,0
202423,1207,3,0,49
202423,1209,3,0,0
202424,501,2,0,4
202424,601,2,0,55
202424,602,2,0,55
202424,1001,2,0,0
202424,1005,2,0,21
202424,1101,2,0,14
202424,1201,2,0,0
202424,1207,2,0,49
202424,1209,2,0,0
202425,501,2,0,0
202425,601,2,0,56
202425,602,2,0,56
202425,1001,2,0,3
202425,1005,2,0,18
202425,1101,2,0,17
202425,1201,2,0,0
202425,1207,2,0,49
202425,1209,2,0,0
202426,501,2,0,0
202426,601,2,0,56
202426,602,2,0,56
202426,1001,2,0,7
202426,1005,2,0,14
202426,1101,2,0,21
202426,1201,2,0,0
202426,1207,2,0,49
202426,1209,2,0,0
202427,501,2,0,0
202427,601,2,0,56
202427,602,2,0,56
202427,1001,2,0,7
202427,1005,2,0,14
202427,1101,2,0,21
202427,1201,2,0,0
202427,1207,2,0,49
202427,1209,2,0,0
202428,501,2,0,0
202428,601,2,0,56
202428,602,2,0,56
202428,1001,2,0,11
202428,1005,2,0,14
202428,1101,2,0,25
202428,1201,2,0,0
202428,1207,2,0,49
202428,1209,2,0,0
202429,501,2,0,0
202429,601,2,0,56
202429,602,2,0,56
202429,1001,2,0,14
202429,1005,2,0,15
202429,1101,2,0,28
202429,1201,2,0,0
202429,1207,2,0,49
202429,1209,2,0,0
202430,501,2,0,0
202430,601,2,0,56
202430,602,2,0,56
202430,1001,2,0,14
202430,1005,2,0,21
202430,1101,2,0,28
202430,1201,2,0,0
202430,1207,2,0,49
202430,1209,2,0,0
202431,501,2,0,0
202431,601,2,0,60
202431,602,2,0,60
202431,1001,2,0,18
202431,1005,2,0,21
202431,1101,2,0,32
202431,1201,2,0,0
202431,1207,2,0,21
202431,1209,2,0,0
202432,501,2,0,0
202432,601,2,0,63
202432,602,2,0,63
202432,1001,2,0,21
202432,1005,2,0,21
202432,1101,2,0,36
202432,1201,2,0,0
202432,1207,2,0,0
202432,1209,2,0,0
202433,501,3,0,0
202433,601,3,0,63
202433,602,3,0,63
202433,1001,3,0,21
202433,1005,3,0,21
202433,1101,3,0,42
202433,1201,3,0,0
202433,1207,3,0,0
202433,1209,3,0,0
202434,501,2,0,5
202434,601,2,0,63
202434,602,2,0,63
202434,1001,2,0,26
202434,1005,2,0,21
202434,1101,2,0,42
202434,1201,2,0,0
202434,1207,2,0,0
202434,1209,2,0,0
202435,501,2,0,8
202435,601,2,0,63
202435,602,2,0,63
202435,1001,2,0,28
202435,1005,2,0,19
202435,1101,2,0,37
202435,1201,2,0,1
202435,1207,2,0,0
202435,1209,2,0,1
202436,501,2,1.0714,14
202436,601,2,1.0714,63
202436,602,2,1.0714,63
202436,1001,2,1.0714,28
202436,1005,2,1.0714,7
202436,1101,2,1.0714,7
202436,1201,2,1.0714,7
202436,1207,2,1.0714,0
202436,1209,2,1.0714,7
202437,501,2,4.5,19
202437,601,2,4.5,68
202437,602,2,4.5,68
202437,1001,2,4.5,33
202437,1005,2,4.5,7
202437,1101,2,4.5,7
202437,1201,2,4.5,12
202437,1207,2,4.5,0
202437,1209,2,4.5,7
202438,501,5,3.9286,15
202438,601,5,3.9286,70
202438,602,5,3.9286,70
202438,1001,5,3.9286,35
202438,1005,5,3.9286,9
202438,1101,5,3.9286,7
202438,1201,5,3.9286,16
202438,1207,5,3.9286,0
202438,1209,5,3.9286,9
202439,501,2,0.1,0
202439,601,2,0.1,70
202439,602,2,0.1,70
202439,1001,2,0.1,35
202439,1005,2,0.1,14
202439,1101,2,0.1,7
202439,1201,2,0.1,21
202439,1207,2,0.1,0
202439,1209,2,0.1,14
202440,501,4,0,24
202440,601,4,0,76
202440,602,4,0,76
202440,1001,4,0,41
202440,1005,4,0,14
202440,1101,4,0,1
202440,1201,4,0,21
202440,1207,4,0,0
202440,1209,4,0,14
202441,501,3,0,16
202441,601,3,0,77
202441,602,3,0,77
202441,1001,3,0,42
202441,1005,3,0,17
202441,1101,3,0,0
202441,1201,3,0,24
202441,1207,3,0,0
202441,1209,3,0,8
202442,501,2,0,0
202442,601,2,0,77
202442,602,2,0,77
202442,1001,2,0,42
202442,1005,2,0,21
202442,1101,2,0,0
202442,1201,2,0,28
202442,1207,2,0,0
202442,1209,2,0,0
202443,501,2,0,0
202443,601,2,0,77
202443,602,2,0,77
202443,1001,2,0,49
202443,1005,2,0,21
202443,1101,2,0,0
202443,1201,2,0,28
202443,1207,2,0,0
202443,1209,2,0,0
202444,501,2,0,0
202444,601,2,0,44
202444,602,2,0,44
202444,1001,2,0,49
202444,1005,2,0,21
202444,1101,2,0,0
202444,1201,2,0,16
202444,1207,2,0,0
202444,1209,2,0,0
202445,501,2,0,0
202445,601,2,0,0
202445,602,2,0,0
202445,1001,2,0,49
202445,1005,2,0,21
202445,1101,2,0,0
202445,1201,2,0,0
202445,1207,2,0,0
202445,1209,2,0,0
202446,501,2,0,0
202446,601,2,0,0
202446,602,2,0,0
202446,1001,2,0,0
202446,1005,2,0,0
202446,1101,2,0,0
202446,1201,2,0,0
202446,1207,2,0,0
202446,1209,2,0,0
202447,501,2,0,0
202447,601,2,0,0
202447,602,2,0,0
202447,1001,2,0,0
202447,1005,2,0,0
202447,1101,2,0,0
202447,1201,2,0,0
202447,1207,2,0,0
202447,1209,2,0,0
202448,501,2,0,0
202448,601,2,0,0
202448,602,2,0,0
202448,1001,2,0,0
202448,1005,2,0,0
202448,1101,2,0,0
202448,1201,2,0,0
202448,1207,2,0,0
202448,1209,2,0,0
202449,501,2,0,0
202449,601,2,0,0
202449,602,2,0,0
202449,1001,2,0,0
202449,1005,2,0,0
202449,1101,2,0,0
202449,1201,2,0,0
202449,1207,2,0,0
202449,1209,2,0,0
202450,501,2,0,0
202450,601,2,0,0
202450,602,2,0,0
202450,1001,2,0,0
202450,1005,2,0,0
202450,1101,2,0,0
202450,1201,2,0,0
202450,1207,2,0,0
202450,1209,2,0,0
202451,501,2,0,0
202451,601,2,0,0
202451,602,2,0,0
202451,1001,2,0,0
202451,1005,2,0,0
202451,1101,2,0,0
202451,1201,2,0,0
202451,1207,2,0,0
202451,1209,2,0,0
202452,501,3,0,0
202452,601,3,0,0
202452,602,3,0,0
202452,1001,3,0,0
202452,1005,3,0,0
202452,1101,3,0,0
202452,1201,3,0,0
202452,1207,3,0,0
202452,1209,3,0,0
202501,501,3,0,5
202501,601,3,0,0
202501,602,3,0,0
202501,1001,3,0,5
202501,1005,3,0,15
202501,1101,3,0,10
202501,1201,3,0,0
202501,1207,3,0,15
202501,1209,3,0,0
202502,501,2,0,9
202502,601,2,0,0
202502,602,2,0,0
202502,1001,2,0,9
202502,1005,2,0,21
202502,1101,2,0,14
202502,1201,2,0,0
202502,1207,2,0,21
202502,1209,2,0,0
202503,501,2,0.7143,14
202503,601,2,0.7143,0
202503,602,2,0.7143,0
202503,1001,2,0.7143,14
202503,1005,2,0.7143,21
202503,1101,2,0.7143,14
202503,1201,2,0.7143,0
202503,1207,2,0.7143,21
202503,1209,2,0.7143,0
202504,501,2,4,20
202504,601,2,4,0
202504,602,2,4,0
202504,1001,2,4,14
202504,1005,2,4,15
202504,1101,2,4,20
202504,1201,2,4,0
202504,1207,2,4,21
202504,1209,2,4,0
202505,501,6,4.5857,15
202505,601,6,4.5857,2
202505,602,6,4.5857,2
202505,1001,6,4.5857,18
202505,1005,6,4.5857,14
202505,1101,6,4.5857,21
202505,1201,6,4.5857,0
202505,1207,6,4.5857,25
202505,1209,6,4.5857,0
202506,501,2,0.3,0
202506,601,2,0.3,7
202506,602,2,0.3,7
202506,1001,2,0.3,28
202506,1005,2,0.3,14
202506,1101,2,0.3,21
202506,1201,2,0.3,0
202506,1207,2,0.3,35
202506,1209,2,0.3,0
202507,501,2,0,24
202507,601,2,0,7
202507,602,2,0,7
202507,1001,2,0,28
202507,1005,2,0,14
202507,1101,2,0,27
202507,1201,2,0,0
202507,1207,2,0,35
202507,1209,2,0,0
202508,501,2,0,16
202508,601,2,0,10
202508,602,2,0,10
202508,1001,2,0,16
202508,1005,2,0,14
202508,1101,2,0,28
202508,1201,2,0,15
202508,1207,2,0,35
202508,1209,2,0,12
202509,501,2,0,0
202509,601,2,0,14
202509,602,2,0,14
202509,1001,2,0,0
202509,1005,2,0,12
202509,1101,2,0,30
202509,1201,2,0,35
202509,1207,2,0,25
202509,1209,2,0,28
202510,501,3,0,0
202510,601,3,0,14
202510,602,3,0,14
202510,1001,3,0,0
202510,1005,3,0,7
202510,1101,3,0,35
202510,1201,3,0,35
202510,1207,3,0,0
202510,1209,3,0,28
202511,501,2,0,0
202511,601,2,0,20
202511,602,2,0,20
202511,1001,2,0,30
202511,1005,2,0,7
202511,1101,2,0,11
202511,1201,2,0,35
202511,1207,2,0,0
202511,1209,2,0,34
202512,501,2,0,0
202512,601,2,0,21
202512,602,2,0,21
202512,1001,2,0,35
202512,1005,2,0,7
202512,1101,2,0,7
202512,1201,2,0,38
202512,1207,2,0,18
202512,1209,2,0,38
202513,501,2,0,0
202513,601,2,0,21
202513,602,2,0,21
202513,1001,2,0,35
202513,1005,2,0,7
202513,1101,2,0,7
202513,1201,2,0,42
202513,1207,2,0,42
202513,1209,2,0,42
202514,501,2,0,0
202514,601,2,0,39
202514,602,2,0,39
202514,1001,2,0,41
202514,1005,2,0,19
202514,1101,2,0,1
202514,1201,2,0,42
202514,1207,2,0,42
202514,1209,2,0,42
202515,501,2,0,0
202515,601,2,0,42
202515,602,2,0,42
202515,1001,2,0,42
202515,1005,2,0,21
202515,1101,2,0,0
202515,1201,2,0,42
202515,1207,2,0,42
202515,1209,2,0,24
202516,501,2,0,0
202516,601,2,0,42
202516,602,2,0,42
202516,1001,2,0,42
202516,1005,2,0,21
202516,1101,2,0,0
202516,1201,2,0,42
202516,1207,2,0,42
202516,1209,2,0,0
202517,501,2,0,0
202517,601,2,0,42
202517,602,2,0,42
202517,1001,2,0,49
202517,1005,2,0,21
202517,1101,2,0,0
202517,1201,2,0,49
202517,1207,2,0,42
202517,1209,2,0,0
202518,501,2,0,4
202518,601,2,0,42
202518,602,2,0,42
202518,1001,2,0,49
202518,1005,2,0,17
202518,1101,2,0,0
202518,1201,2,0,49
202518,1207,2,0,46
202518,1209,2,0,0
202519,501,4,0,8
202519,601,4,0,42
202519,602,4,0,42
202519,1001,4,0,42
202519,1005,4,0,14
202519,1101,4,0,0
202519,1201,4,0,49
202519,1207,4,0,49
202519,1209,4,0,0
202520,501,2,0,14
202520,601,2,0,42
202520,602,2,0,42
202520,1001,2,0,0
202520,1005,2,0,14
202520,1101,2,0,0
202520,1201,2,0,49
202520,1207,2,0,49
202520,1209,2,0,0
202521,501,2,0,19
202521,601,2,0,47
202521,602,2,0,47
202521,1001,2,0,0
202521,1005,2,0,19
202521,1101,2,0,0
202521,1201,2,0,14
202521,1207,2,0,49
202521,1209,2,0,0
202522,501,2,0,22
202522,601,2,0,49
202522,602,2,0,49
202522,1001,2,0,0
202522,1005,2,0,21
