weekno,품종코드,등급코드,직팜산지코드,총거래량(kg),일평균기온,최고기온,최저기온,평균상대습도,강수량(mm),1시간최고강수량(mm),holiday_flag,holiday_score,grow_score,year,week,week_start,평균단가(원)
2018_05,6,11,1004,126.5,-1.89,4.8,-9.0,32.39,0.0,0.0,20,2.143,0.0,2018,05,2018-01-29,7443.0
2018_05,6,11,1008,1352.5,-4.247058823529412,3.3,-13.9,50.41764705882353,0.0,0.0,34,3.6431,0.0,2018,05,2018-01-29,6361.0
2018_05,6,11,1019,13900.0,-4.0,4.5,-11.7,53.0,0.0,0.0,8,0.8572,0.0,2018,05,2018-01-29,6250.0
2018_05,6,11,1021,4000.0,,,,,0.0,0.0,6,0.6429,0.0,2018,05,2018-01-29,6010.0
2018_05,6,11,1025,1180.0,-3.3285714285714287,4.9,-9.1,63.42857142857143,0.0,0.0,14,1.5001,0.0,2018,05,2018-01-29,6602.0
2018_05,6,11,1030,108.0,-4.166666666666667,1.4,-9.9,56.2,0.0,0.0,6,0.6429,0.0,2018,05,2018-01-29,6537.0
2018_05,6,11,1033,266.0,-3.25,2.8,-11.2,64.6,0.0,0.0,4,0.4286,0.0,2018,05,2018-01-29,6391.0
2018_05,6,11,1034,8277.0,-4.557777777777778,3.2,-12.8,62.05555555555556,0.0,0.0,90,9.6435,0.0,2018,05,2018-01-29,6376.0
2018_05,6,11,1036,5000.0,-3.16,3.8,-10.2,47.36,0.0,0.0,20,2.143,0.0,2018,05,2018-01-29,5900.0
2018_05,6,11,1044,7340.0,-5.475,3.2,-15.3,49.75,0.0,0.0,8,0.8572,0.0,2018,05,2018-01-29,6305.0
2018_05,6,11,1047,1390.0,-4.2,2.1,-10.0,53.635714285714286,4.2,0.0,56,6.0004,0.0,2018,05,2018-01-29,6682.0
2018_05,6,11,1055,1300.0,-4.081818181818182,2.1,-10.0,55.95454545454545,2.4,0.0,22,2.3573,0.0,2018,05,2018-01-29,7260.0
2018_05,6,11,1070,2536.0,-4.323076923076924,3.8,-11.6,47.93076923076923,2.9,0.0,26,2.7859,0.0,2018,05,2018-01-29,6132.0
2018_05,6,11,1079,3724.0,-1.842857142857143,5.3,-6.5,50.92857142857143,0.0,0.0,14,1.5001,0.0,2018,05,2018-01-29,6497.0
2018_05,6,11,1087,80.0,-3.3,2.4,-8.2,65.8,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,6000.0
2018_05,6,11,1093,7900.0,-1.9392857142857145,4.2,-6.4,77.16071428571429,17.7,0.0,56,6.0004,0.0,2018,05,2018-01-29,6377.0
2018_05,6,11,1094,1900.0,-3.0666666666666664,5.7,-9.7,62.16666666666666,0.3,0.0,12,1.2858,0.0,2018,05,2018-01-29,6158.0
2018_05,6,11,1100,3100.0,-1.475,6.9,-11.0,55.675,0.0,0.0,8,0.8572,0.0,2018,05,2018-01-29,6465.0
2018_05,6,11,1102,300.0,-2.1,3.6,-7.4,50.5,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,5950.0
2018_05,6,11,1107,3610.0,-2.6750000000000003,4.8,-10.1,52.575,0.0,0.0,24,2.5716,0.0,2018,05,2018-01-29,6389.0
2018_05,6,11,1112,1577.0,-3.783333333333333,4.0,-11.1,61.01666666666667,0.3,0.0,24,2.5716,0.0,2018,05,2018-01-29,6458.0
2018_05,6,11,1116,6830.0,-0.2800000000000001,9.4,-6.8,34.88,0.0,0.0,10,1.0715,0.0,2018,05,2018-01-29,6496.0
2018_05,6,11,1120,4286.0,-3.1,2.1,-6.4,34.3,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,7000.0
2018_05,6,11,1121,22971.0,-2.4935483870967743,7.1,-11.5,41.63225806451613,0.0,0.0,62,6.6433,0.0,2018,05,2018-01-29,6219.0
2018_05,6,11,1122,1400.0,-5.1,3.4,-12.6,53.3,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,6200.0
2018_05,6,11,1128,8700.0,-2.675,6.4,-11.2,43.95,0.0,0.0,8,0.8572,0.0,2018,05,2018-01-29,6500.0
2018_05,6,11,1135,1000.0,1.7,7.3,-4.7,40.1,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,5900.0
2018_05,6,11,1136,19100.0,3.240740740740741,6.8,-0.2,61.88518518518519,18.4,0.0,54,5.786099999999999,0.0,2018,05,2018-01-29,6390.0
2018_05,6,11,1137,200.0,2.1,6.3,-0.1,59.0,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,6350.0
2018_05,6,11,1138,3850.0,-1.2666666666666668,5.3,-8.1,41.3,0.0,0.0,12,1.2858,0.0,2018,05,2018-01-29,6013.0
2018_05,6,11,1141,1540.0,-3.46,7.1,-13.3,46.66,0.0,0.0,20,2.143,0.0,2018,05,2018-01-29,6472.0
2018_05,6,11,1144,1000.0,-1.7,4.7,-8.7,39.8,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,6000.0
2018_05,6,11,1156,740.0,-4.7,6.3,-11.8,43.3,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,6250.0
2018_05,6,11,1157,8908.0,-2.88,6.6,-10.8,37.43,0.0,0.0,20,2.143,0.0,2018,05,2018-01-29,6195.0
2018_05,6,11,1164,800.0,-4.44,3.7,-13.6,68.44,0.5,0.0,10,1.0715,0.0,2018,05,2018-01-29,6552.0
2018_05,6,11,1168,2600.0,1.3,6.8,-2.9,34.0,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,5960.0
2018_05,6,12,1000,44195.0,-3.854761904761905,3.8,-11.6,49.459523809523816,8.7,0.0,84,9.0006,0.0,2018,05,2018-01-29,4975.0
2018_05,6,12,1001,616.0,-6.171428571428572,4.1,-17.0,62.98571428571428,1.4,0.0,14,1.5001,0.0,2018,05,2018-01-29,5500.0
2018_05,6,12,1008,200.0,-7.6,-3.9,-11.2,36.5,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,5750.0
2018_05,6,12,1019,6220.0,-4.271428571428571,4.5,-11.7,53.885714285714286,0.0,0.0,14,1.5001,0.0,2018,05,2018-01-29,5101.0
2018_05,6,12,1021,3800.0,,,,,0.0,0.0,10,1.0715,0.0,2018,05,2018-01-29,5233.0
2018_05,6,12,1025,71.0,-3.25,3.1,-10.9,64.5,0.0,0.0,4,0.4286,0.0,2018,05,2018-01-29,5423.0
2018_05,6,12,1030,128.0,-4.55,3.2,-12.8,64.75,0.0,0.0,8,0.8572,0.0,2018,05,2018-01-29,5352.0
2018_05,6,12,1034,11080.0,-4.646511627906977,3.2,-12.8,63.81860465116279,0.0,0.0,86,9.2149,0.0,2018,05,2018-01-29,4922.0
2018_05,6,12,1044,4210.0,-5.720000000000001,3.2,-15.3,53.34,0.0,0.0,10,1.0715,0.0,2018,05,2018-01-29,5172.0
2018_05,6,12,1047,3800.0,-3.943478260869565,2.1,-10.0,52.7695652173913,2.4,0.0,46,4.9289,0.0,2018,05,2018-01-29,5182.0
2018_05,6,12,1050,1320.0,-4.04,2.1,-10.0,53.2,0.6,0.0,10,1.0715,0.0,2018,05,2018-01-29,5714.0
2018_05,6,12,1051,40.0,-5.800000000000001,0.2,-10.0,45.55,0.0,0.0,4,0.4286,0.0,2018,05,2018-01-29,5000.0
2018_05,6,12,1055,700.0,-3.9,0.4,-9.9,57.1,1.2,0.0,8,0.8572,0.0,2018,05,2018-01-29,4571.0
2018_05,6,12,1070,6495.0,-4.842857142857143,3.8,-11.6,48.02857142857143,2.9,0.0,14,1.5001,0.0,2018,05,2018-01-29,5439.0
2018_05,6,12,1071,7040.0,-3.3,1.2,-8.8,49.3,0.0,0.0,4,0.4286,0.0,2018,05,2018-01-29,4947.0
2018_05,6,12,1079,1576.0,-1.3666666666666665,5.3,-8.6,51.11666666666667,0.0,0.0,12,1.2858,0.0,2018,05,2018-01-29,5064.0
2018_05,6,12,1087,1320.0,-0.2,6.1,-6.1,54.6,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,5379.0
2018_05,6,12,1093,10590.0,-1.43125,4.2,-6.4,77.0375,13.9,0.0,64,6.8576,0.0,2018,05,2018-01-29,5296.0
2018_05,6,12,1094,5440.0,-2.8230769230769237,5.7,-9.7,60.92307692307692,0.3,0.0,26,2.7859,0.0,2018,05,2018-01-29,5203.0
2018_05,6,12,1100,850.0,-1.475,6.9,-11.0,55.675,0.0,0.0,8,0.8572,0.0,2018,05,2018-01-29,5359.0
2018_05,6,12,1102,69.0,-2.5285714285714285,4.8,-10.1,52.5,0.0,0.0,14,1.5001,0.0,2018,05,2018-01-29,5159.0
2018_05,6,12,1107,3339.0,-2.4714285714285715,4.8,-10.1,52.87619047619048,0.0,0.0,42,4.5003,0.0,2018,05,2018-01-29,5586.0
2018_05,6,12,1110,11.0,-0.4,5.0,-4.7,67.6,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,3800.0
2018_05,6,12,1112,550.0,-4.300000000000001,2.7,-11.1,60.3,0.0,0.0,4,0.4286,0.0,2018,05,2018-01-29,4422.0
2018_05,6,12,1116,2040.0,2.95,9.4,-0.8,29.4,0.0,0.0,4,0.4286,0.0,2018,05,2018-01-29,5500.0
2018_05,6,12,1118,280.0,-2.3,2.1,-5.6,36.3,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,5789.0
2018_05,6,12,1120,2200.0,-3.1,2.1,-6.4,34.3,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,5500.0
2018_05,6,12,1121,19708.0,-2.417857142857143,7.1,-11.5,40.79285714285714,0.0,0.0,56,6.0004,0.0,2018,05,2018-01-29,4576.0
2018_05,6,12,1122,1600.0,-5.1,3.4,-12.6,53.3,0.0,0.0,4,0.4286,0.0,2018,05,2018-01-29,5000.0
2018_05,6,12,1130,5000.0,0.7,5.3,-3.9,53.0,0.0,0.0,4,0.4286,0.0,2018,05,2018-01-29,4400.0
2018_05,6,12,1131,3600.0,0.55,6.3,-5.4,46.2,0.0,0.0,4,0.4286,0.0,2018,05,2018-01-29,3975.0
2018_05,6,12,1135,3300.0,-0.3,6.4,-6.7,28.0,0.0,0.0,10,1.0715,0.0,2018,05,2018-01-29,5712.0
2018_05,6,12,1136,13160.0,3.2074074074074077,6.8,-0.2,62.23703703703704,19.4,0.0,54,5.786099999999999,0.0,2018,05,2018-01-29,5016.0
2018_05,6,12,1137,1220.0,2.1,6.3,-0.1,59.0,0.0,0.0,6,0.6429,0.0,2018,05,2018-01-29,5689.0
2018_05,6,12,1138,4840.0,-2.066666666666667,5.4,-8.1,36.02222222222222,0.0,0.0,18,1.9287,0.0,2018,05,2018-01-29,5148.0
2018_05,6,12,1141,200.0,-3.46,7.1,-13.3,46.66,0.0,0.0,10,1.0715,0.0,2018,05,2018-01-29,3600.0
2018_05,6,12,1156,8720.0,-5.6000000000000005,6.3,-16.8,48.40909090909091,0.0,0.0,22,2.3573,0.0,2018,05,2018-01-29,5292.0
2018_05,6,12,1157,2519.0,-2.327272727272728,6.6,-10.8,35.14545454545454,0.0,0.0,22,2.3573,0.0,2018,05,2018-01-29,4734.0
2018_05,6,12,1162,3940.0,-4.34,4.4,-13.0,55.56,1.5,0.0,30,3.2145,0.0,2018,05,2018-01-29,4632.0
2018_05,6,12,1164,1340.0,-4.44,3.7,-13.6,68.44,0.5,0.0,10,1.0715,0.0,2018,05,2018-01-29,5138.0
2018_05,6,13,1000,1420.0,-4.2,3.8,-11.6,49.63333333333333,2.9,0.0,12,1.2858,0.0,2018,05,2018-01-29,3046.0
2018_05,6,13,1001,100.0,-3.5,0.3,-7.6,62.9,0.3,0.0,2,0.2143,0.0,2018,05,2018-01-29,2500.0
2018_05,6,13,1019,640.0,-3.25,4.1,-11.7,55.2,0.0,0.0,4,0.4286,0.0,2018,05,2018-01-29,2628.0
2018_05,6,13,1021,10.0,,,,,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,2500.0
2018_05,6,13,1034,3340.0,-4.44,3.2,-12.8,62.48,0.0,0.0,10,1.0715,0.0,2018,05,2018-01-29,1911.0
2018_05,6,13,1044,320.0,-8.8,-4.0,-13.1,42.1,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,725.0
2018_05,6,13,1093,180.0,-3.3,0.2,-6.4,85.15,2.4,0.0,4,0.4286,0.0,2018,05,2018-01-29,2889.0
2018_05,6,13,1112,4.0,-6.1,-2.6,-8.9,67.6,0.3,0.0,2,0.2143,0.0,2018,05,2018-01-29,1125.0
2018_05,6,13,1130,4000.0,0.7,5.3,-3.9,53.0,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,2000.0
2018_05,6,13,1131,6000.0,0.5,6.3,-5.4,56.0,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,3000.0
2018_05,6,13,1138,3600.0,-0.3,5.3,-7.4,44.0,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,1000.0
2018_05,6,20,2000,970.0,,,,,0.0,0.0,12,1.2858,0.0,2018,05,2018-01-29,5108.0
2018_05,7,11,1079,2.0,-0.4,4.2,-5.0,61.1,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,11055.0
2018_05,7,11,1135,12.0,1.7,7.3,-4.7,32.55,0.0,0.0,4,0.4286,0.0,2018,05,2018-01-29,6667.0
2018_05,7,12,1000,48.0,-5.4,3.8,-11.6,49.36666666666667,2.9,0.0,6,0.6429,0.0,2018,05,2018-01-29,4988.0
2018_05,7,12,1079,20.0,-0.4,4.2,-5.0,61.1,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,3210.0
2018_05,7,13,1000,50.0,-4.0,1.2,-8.8,44.1,0.0,0.0,4,0.4286,0.0,2018,05,2018-01-29,1640.0
2018_05,7,13,1048,20.0,-8.5,-4.7,-11.6,35.0,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,2000.0
2018_05,7,13,1071,208.0,-3.9,3.8,-11.4,52.4,2.9,0.0,6,0.6429,0.0,2018,05,2018-01-29,2108.0
2018_05,7,13,1079,78.0,-1.2666666666666666,5.3,-8.6,46.56666666666666,0.0,0.0,6,0.6429,0.0,2018,05,2018-01-29,2265.0
2018_05,7,13,1089,340.0,0.575,6.2,-5.5,58.575,0.0,0.0,8,0.8572,0.0,2018,05,2018-01-29,2074.0
2018_05,7,13,1102,151.0,-2.857142857142857,4.8,-10.1,52.34285714285714,0.0,0.0,14,1.5001,0.0,2018,05,2018-01-29,3113.0
2018_05,7,13,1107,120.0,-1.8666666666666665,4.8,-10.1,54.86666666666667,0.0,0.0,6,0.6429,0.0,2018,05,2018-01-29,1167.0
2018_05,7,13,1108,1360.0,-1.5,4.0,-6.6,47.5,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,2250.0
2018_05,7,13,1120,60.0,-2.9,1.9,-8.2,37.9,0.0,0.0,4,0.4286,0.0,2018,05,2018-01-29,1467.0
2018_05,7,20,2000,1976.0,,,,,0.0,0.0,50,5.3575,0.0,2018,05,2018-01-29,2536.0
2018_05,8,11,1030,10.0,-4.0,1.4,-8.7,53.4,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,8000.0
2018_05,8,12,1135,20.0,1.2,6.4,-2.0,25.6,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,5000.0
2018_05,8,13,1030,208.0,-4.12,1.3,-12.8,72.42,0.0,0.0,10,1.0715,0.0,2018,05,2018-01-29,2337.0
2018_05,10,13,1170,1000.0,3.5,6.8,-0.2,59.133333333333326,1.5,0.0,6,0.6429,0.0,2018,05,2018-01-29,2750.0
2018_05,16,12,1060,1600.0,-4.65,3.6,-13.0,54.125,0.5,0.0,8,0.8572,0.0,2018,05,2018-01-29,4250.0
2018_05,16,12,1070,20.0,-2.6,0.0,-5.2,54.5,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,3500.0
2018_05,16,20,2000,1340.0,,,,,0.0,0.0,18,1.9287,0.0,2018,05,2018-01-29,3891.0
2018_05,17,13,1000,2907.0,-4.706818181818182,3.8,-11.6,49.01590909090908,26.1,0.0,88,9.4292,0.0,2018,05,2018-01-29,2307.0
2018_05,17,13,1008,96.0,-4.75,2.2,-13.9,49.0,0.0,0.0,8,0.8572,0.0,2018,05,2018-01-29,2438.0
2018_05,17,13,1019,50.0,-2.1,4.1,-6.6,46.8,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,1800.0
2018_05,17,13,1047,296.0,-4.04,2.1,-10.0,53.2,0.6,0.0,10,1.0715,0.0,2018,05,2018-01-29,2500.0
2018_05,17,13,1060,848.0,-4.75,4.4,-13.0,54.275,1.0,0.0,16,1.7144,0.0,2018,05,2018-01-29,2500.0
2018_05,17,13,1061,1570.0,-4.34,4.4,-13.0,55.56,0.5,0.0,10,1.0715,0.0,2018,05,2018-01-29,2000.0
2018_05,17,13,1067,350.0,-5.4,3.8,-11.6,49.36666666666667,2.9,0.0,6,0.6429,0.0,2018,05,2018-01-29,1914.0
2018_05,17,13,1070,1170.0,-5.05,3.8,-11.6,48.05,2.9,0.0,8,0.8572,0.0,2018,05,2018-01-29,1845.0
2018_05,17,13,1079,34.0,-0.65,4.6,-5.0,49.95,0.0,0.0,4,0.4286,0.0,2018,05,2018-01-29,2609.0
2018_05,17,13,1089,100.0,-1.5,3.3,-5.5,70.4,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,1950.0
2018_05,17,13,1107,160.0,-2.433333333333333,4.8,-7.4,53.63333333333333,0.0,0.0,6,0.6429,0.0,2018,05,2018-01-29,2875.0
2018_05,17,13,1108,4560.0,-2.6333333333333333,4.9,-9.1,63.66666666666666,0.0,0.0,6,0.6429,0.0,2018,05,2018-01-29,2250.0
2018_05,17,13,1116,1766.0,1.5125,9.4,-6.8,34.2,0.0,0.0,16,1.7144,0.0,2018,05,2018-01-29,2580.0
2018_05,17,13,1120,60.0,0.7,6.1,-4.4,28.9,0.0,0.0,4,0.4286,0.0,2018,05,2018-01-29,2083.0
2018_05,17,13,1135,668.0,-1.3142857142857145,6.4,-6.7,29.2,0.0,0.0,14,1.5001,0.0,2018,05,2018-01-29,2391.0
2018_05,17,13,1138,280.0,-0.3,5.3,-7.4,44.0,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,2480.0
2018_05,17,13,1162,38.0,-4.666666666666667,4.4,-10.6,49.76666666666667,0.0,0.0,6,0.6429,0.0,2018,05,2018-01-29,2289.0
2018_05,17,20,2000,28362.0,,,,,0.0,0.0,230,24.6445,0.0,2018,05,2018-01-29,2167.0
2018_05,18,20,2000,359.0,,,,,0.0,0.0,22,2.3573,0.0,2018,05,2018-01-29,1765.0
2018_05,98,20,2000,1300.0,,,,,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,5500.0
2018_05,99,11,1000,910.0,-5.2,1.2,-11.6,49.33636363636364,8.7,0.0,22,2.3573,0.0,2018,05,2018-01-29,6866.0
2018_05,99,11,1030,4536.0,-4.0,1.4,-8.7,53.4,0.0,0.0,4,0.4286,0.0,2018,05,2018-01-29,6087.0
2018_05,99,11,1070,31.0,-2.6,0.0,-5.2,54.5,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,8765.0
2018_05,99,12,1000,53.0,-4.9,3.8,-11.6,49.775,5.8,0.0,16,1.7144,0.0,2018,05,2018-01-29,5853.0
2018_05,99,12,1021,20.0,,,,,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,4100.0
2018_05,99,12,1030,1280.0,-4.0,1.4,-8.7,53.4,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,5112.0
2018_05,99,12,1047,350.0,-3.4333333333333336,2.1,-9.9,55.76666666666667,0.6,0.0,6,0.6429,0.0,2018,05,2018-01-29,5500.0
2018_05,99,12,1107,6.0,-5.1,-1.4,-7.2,50.4,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,4500.0
2018_05,99,12,1121,1208.5,-2.45,7.1,-11.5,42.15,0.0,0.0,16,1.7144,0.0,2018,05,2018-01-29,5599.0
2018_05,99,12,1136,60.0,3.8,6.1,1.6,51.0,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,3183.0
2018_05,99,12,1141,445.0,-3.46,7.1,-13.3,46.66,0.0,0.0,10,1.0715,0.0,2018,05,2018-01-29,4434.0
2018_05,99,12,1157,100.0,-3.2,5.9,-10.8,40.4,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,4750.0
2018_05,99,12,1164,147.0,-4.44,3.7,-13.6,68.44,0.5,0.0,10,1.0715,0.0,2018,05,2018-01-29,3500.0
2018_05,99,13,1000,1496.0,-3.9,3.8,-11.4,55.25714285714286,8.7,0.0,14,1.5001,0.0,2018,05,2018-01-29,1082.0
2018_05,99,13,1025,8.0,-4.2,1.1,-10.9,66.6,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,1000.0
2018_05,99,13,1030,88.0,-4.0,1.4,-8.7,53.4,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,1750.0
2018_05,99,13,1102,102.0,-0.1,4.8,-4.3,60.0,0.0,0.0,4,0.4286,0.0,2018,05,2018-01-29,973.0
2018_05,99,13,1109,80.0,-0.4,5.0,-4.7,67.6,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,1200.0
2018_05,99,13,1120,34.0,-2.9,1.9,-8.2,37.9,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,2400.0
2018_05,99,13,1134,376.0,-3.6,6.1,-11.0,46.4,0.0,0.0,8,0.8572,0.0,2018,05,2018-01-29,1021.0
2018_05,99,13,1136,420.0,4.15,6.8,1.6,55.63333333333333,0.5,0.0,12,1.2858,0.0,2018,05,2018-01-29,2760.0
2018_05,99,13,1159,14.0,1.6,6.8,-2.0,30.6,0.0,0.0,2,0.2143,0.0,2018,05,2018-01-29,1200.0
2018_05,99,13,1164,215.0,-4.44,3.7,-13.6,68.44,0.5,0.0,10,1.0715,0.0,2018,05,2018-01-29,3000.0
2018_05,99,13,1170,820.0,3.22,6.8,-0.2,62.760000000000005,3.7,0.0,10,1.0715,0.0,2018,05,2018-01-29,2420.0
2018_05,99,20,2000,40.0,,,,,0.0,0.0,4,0.4286,0.0,2018,05,2018-01-29,1850.0
2018_06,0,11,1000,152.0,-6.3,6.1,-13.4,40.26,0.0,0.0,10,15.0,0.0,2018,06,2018-02-05,6812.0
2018_06,0,11,1031,4.800000000000001,-4.4,5.6,-12.1,53.9,0.0,0.0,4,6.0,0.0,2018,06,2018-02-05,6937.0
2018_06,0,12,1031,3.8,-4.4,5.6,-12.1,53.9,0.0,0.0,2,3.0,0.0,2018,06,2018-02-05,5737.0
2018_06,0,13,1022,56.0,0.4,8.2,-7.2,56.6,0.0,0.0,2,3.0,0.0,2018,06,2018-02-05,2075.0
2018_06,0,13,1094,5.0,-5.7,-2.4,-9.5,77.1,0.7,0.0,2,3.0,0.0,2018,06,2018-02-05,1240.0
2018_06,0,13,1107,24.0,3.1,8.9,-2.6,53.1,0.0,0.0,2,3.0,0.0,2018,06,2018-02-05,2417.0
2018_06,1,11,1121,13.0,-4.55,7.0,-12.6,34.9,0.0,0.0,4,6.0,0.0,2018,06,2018-02-05,5920.0
2018_06,1,11,1168,4800.0,-3.25,6.1,-10.3,31.45,0.0,0.0,4,6.0,0.0,2018,06,2018-02-05,6100.0
2018_06,1,12,1121,7600.0,-6.0,2.5,-12.7,38.4,0.0,0.0,4,6.0,0.0,2018,06,2018-02-05,4539.0
2018_06,1,12,1136,180.0,6.0,11.2,1.4,63.3,0.0,0.0,2,3.0,0.0,2018,06,2018-02-05,3400.0
2018_06,1,12,1162,340.0,0.5,6.2,-6.9,49.4,0.0,0.0,2,3.0,0.0,2018,06,2018-02-05,3370.0
2018_06,1,12,1168,1600.0,-3.25,6.1,-10.3,31.45,0.0,0.0,4,6.0,0.0,2018,06,2018-02-05,5200.0
2018_06,1,13,1022,35.0,-7.6,-1.8,-13.6,53.0,0.0,0.0,2,3.0,0.0,2018,06,2018-02-05,2900.0
2018_06,1,13,1079,1.0,3.8,9.2,-1.0,55.8,0.0,0.0,2,3.0,0.0,2018,06,2018-02-05,2100.0
2018_06,1,13,1119,8.0,-6.0,2.5,-12.7,38.4,0.0,0.0,2,3.0,0.0,2018,06,2018-02-05,1562.0
2018_06,1,13,1135,1200.0,-4.85,1.8,-10.9,28.35,0.0,0.0,4,6.0,0.0,2018,06,2018-02-05,1333.0
2018_06,1,13,1136,440.0,0.7000000000000001,6.8,-2.5,75.56666666666668,12.3,0.0,6,9.0,0.0,2018,06,2018-02-05,3015.0
2018_06,1,13,1162,800.0,-7.525,3.4,-14.6,46.2,0.0,0.0,8,12.0,0.0,2018,06,2018-02-05,2969.0
2018_06,1,20,2000,2154.0,,,,,0.0,0.0,20,30.0,0.0,2018,06,2018-02-05,2462.0
2018_06,2,12,1034,2700.0,-8.0,-0.9,-15.3,59.1,0.0,0.0,2,3.0,0.0,2018,06,2018-02-05,3500.0
2018_06,2,12,1121,50000.0,-7.4,-0.8,-13.7,38.0,0.0,0.0,2,3.0,0.0,2018,06,2018-02-05,4463.0
2018_06,3,12,1144,67.0,-3.75,9.8,-11.2,42.225,0.0,0.0,8,12.0,0.0,2018,06,2018-02-05,3710.0
2018_06,3,13,1029,24.0,0.0,6.7,-9.3,67.5,0.0,0.0,2,3.0,0.0,2018,06,2018-02-05,2250.0
2018_06,3,13,1032,48.0,-5.4,3.0,-13.1,62.8,0.0,0.0,2,3.0,0.0,2018,06,2018-02-05,2125.0
2018_06,4,13,1129,30.0,1.5,11.1,-7.4,51.8,0.0,0.0,2,3.0,0.0,2018,06,2018-02-05,1800.0
2018_06,5,11,1000,226.0,-6.630769230769231,6.1,-13.4,40.11538461538461,0.0,0.0,26,39.0,0.0,2018,06,2018-02-05,6474.0
2018_06,5,11,1004,104.6,-3.1923076923076925,9.4,-10.7,25.6,0.0,0.0,26,39.0,0.0,2018,06,2018-02-05,6577.0
2018_06,5,11,1079,24.0,-4.2,1.4,-10.0,55.5,0.2,0.0,2,3.0,0.0,2018,06,2018-02-05,10090.0
2018_06,5,11,1116,20.0,6.1,10.9,0.0,57.3,0.2,0.0,2,3.0,0.0,2018,06,2018-02-05,6000.0
2018_06,5,11,1136,20.0,6.0,11.2,1.4,63.3,0.0,0.0,2,3.0,0.0,2018,06,2018-02-05,6300.0
2018_06,5,11,1162,32.0,-5.92,6.2,-14.6,46.84,0.0,0.0,10,15.0,0.0,2018,06,2018-02-05,6562.0
2018_06,5,12,1000,842.0,-5.105128205128205,6.1,-13.4,41.08717948717948,0.0,0.0,78,117.0,0.0,2018,06,2018-02-05,3513.0
2018_06,5,12,1062,100.0,0.5,6.2,-6.9,49.4,0.0,0.0,2,3.0,0.0,2018,06,2018-02-05,3300.0
2018_06,5,12,1070,6.0,0.4,6.1,-5.3,43.9,0.0,0.0,2,3.0,0.0,2018,06,2018-02-05,4000.0
2018_06,5,12,1079,134.0,-2.125,9.2,-9.8,58.15,0.4,0.0,8,12.0,0.0,2018,06,2018-02-05,4067.0
2018_06,5,12,1083,145.0,-1.8,7.8,-15.6,67.10000000000001,0.0,0.0,6,9.0,0.0,2018,06,2018-02-05,4331.0
2018_06,5,12,1092,170.0,3.4,7.2,-0.3,75.6,0.0,0.0,2,3.0,0.0,2018,06,2018-02-05,4500.0
2018_06,5,12,1094,130.0,-2.2666666666666666,7.2,-12.1,70.35,1.4,0.0,12,18.0,0.0,2018,06,2018-02-05,3954.0
2018_06,5,12,1102,2412.0,-3.56,8.9,-11.6,51.02,0.1,0.0,10,15.0,0.0,2018,06,2018-02-05,4492.0
2018_06,5,12,1103,464.0,-1.12,8.9,-11.6,52.21,0.1,0.0,20,30.0,0.0,2018,06,2018-02-05,4392.0
